log_brightness,log_bright_t31,log_frp,confidence,gmm_cluster,som_cluster_tuned,spectral_cluster_tuned,hdbscan_cluster,fuzzy_cmeans_cluster,adaptive_hierarchical_cluster,pca1,pca2,tsne1,tsne2
0.1772224051402038,-0.2849825678495947,0.13260705837452455,0.5480364694423192,1,1,0,1,0,4,0.3398088235991982,-0.45100251743120173,27.232327,-10.207916
-0.6842823500542475,-1.3368609482648366,-1.051535440720007,-1.09582430294944,1,2,0,1,1,1,-1.9127586330811697,-0.4882678136492476,-42.289387,-18.0088
0.31891483107162955,-0.26604005707714584,0.04823518757345816,0.9478944951592337,1,0,0,1,0,4,0.5675035228348287,-0.5159341457843863,31.291231,-11.589637
1.0079391267491875,1.0996596212621053,0.12081379434088663,0.19260711324950638,1,3,0,1,1,2,1.1384864861665867,0.9630863025035633,54.123173,24.555813
0.3542550182128109,0.9330830281791433,-0.3877253778270356,0.3703217913459128,1,3,0,1,1,2,0.46970955977508533,0.8705078088346045,37.70568,37.226566
1.0426406031115165,1.8157937218027091,-0.06696578567452642,0.9478944951592337,1,3,0,1,1,2,1.6157203043581005,1.4081581220210884,61.887844,24.496761
-0.3709113631590746,-1.3561709562221715,0.15594472025999118,-1.09582430294944,0,2,0,-1,0,1,-1.0597876612853263,-0.9149012152664321,-37.788048,-28.929401
0.034996296495667316,-0.36081705221623517,-0.014774176326628143,0.459179130394116,1,1,0,1,0,4,0.10545892945030516,-0.4501351299064883,10.844316,-6.3955326
-0.8419484964578586,-0.569895459867613,-0.725596987113417,-1.09582430294944,1,2,0,1,1,1,-1.5972654889742222,0.031653008336027307,-43.44211,-11.359217
-0.5634470878882618,-2.4286576239301585,-0.5569484976459657,-0.9181096248530337,0,2,0,-1,0,1,-1.8267668375048274,-1.6549204373508175,-36.292767,-39.48664
0.4718173398346791,-0.22817433727072864,0.3930551768571303,0.9034658256351321,1,0,0,1,0,4,0.8454904002264118,-0.5781886516602207,34.734722,-11.390456
0.7058496179653383,1.0811756756735669,-0.7059879227300762,-0.20725091246740807,1,4,0,1,1,2,0.31143027261825584,1.3471500575846298,13.784846,61.697536
-1.7771005655785537,-0.9328884860106803,-1.55239870418438,-0.3405369210397129,1,2,0,1,0,1,-2.4250067251079654,-0.3341390564374544,-33.28146,-58.833694
-1.4669214993019544,-0.9712361568809793,-1.100272677860779,0.3258931218218112,1,2,0,1,0,1,-1.69668174500717,-0.7136286048148542,-22.796627,-61.904095
-1.901889136529611,-0.9712361568809793,-1.723369473782336,-0.7403949467566273,1,2,0,1,1,1,-2.7871559152568337,-0.18899785569557692,-36.746372,-57.069927
0.02311990476256681,1.320990173153312,-1.15048702372597,-0.6959662772325257,1,4,0,1,1,2,-0.5097555886388528,1.7937470576550267,-9.309798,65.1937
0.4248363232559761,1.9433623116977667,-0.5569484976459657,0.9034658256351321,1,3,0,1,1,2,0.9731587232539389,1.63855864735841,41.309853,48.35268
0.8688134408294204,1.779291862337442,0.04823518757345816,1.0811805037315385,1,3,0,1,1,2,1.6149688036702468,1.269268576688413,62.160973,24.27482
0.18905043568454596,1.8157937218027091,-0.7454408961717852,0.6813224780146241,1,3,0,1,1,2,0.5813726762596148,1.6419904592468764,39.435238,47.535477
-0.3709113631590746,0.7102036745774878,-0.648515805287593,-0.20725091246740807,1,1,0,1,0,2,-0.4618084796941766,0.8741710209942545,-1.0206994,29.305151
-0.4911310992285757,1.2473109325351308,-0.9810164322312923,0.237035782773608,1,3,0,1,1,2,-0.35611268855186284,1.3009268648746883,12.768976,33.617027
0.6941823887039542,1.8157937218027091,-0.5748616083480984,0.8146084865869289,1,3,0,1,1,2,1.056715907588342,1.5973387121859262,41.18117,48.92658
0.24813507800697532,1.9251560932078056,-0.403890838750143,-0.4293942600879161,1,4,0,-1,1,2,0.3474547555737579,1.9775983053761603,12.909629,69.17125
0.07060307631845089,1.3761857585300625,-0.16245414835877744,0.8146084865869289,1,3,0,1,1,2,0.7456987364433367,0.9890852575274415,45.020103,38.06803
-0.23911022689126962,1.0626855984061623,-0.648515805287593,0.2814644522977096,1,3,0,1,1,2,-0.051283164605762294,1.0349746471988162,16.397936,30.073778
0.8339517791403747,1.761031964578229,-0.17655590668370771,-1.4068249896181515,1,4,0,-1,1,2,0.362304229680597,2.1415197938380164,-27.259993,66.75753
0.4718173398346791,1.6330449108425533,-0.17655590668370771,-0.8736809553289322,1,4,0,1,1,2,0.32687065288500056,1.813547376190032,-2.303217,67.731636
-0.2630398773778464,1.0256870325528127,-0.7454408961717852,0.01489243515309997,1,4,0,1,1,2,-0.24904528554185318,1.1228343063992343,6.080485,50.244995
0.12987319868027522,1.4313267398563374,-0.3877253778270356,0.3703217913459128,1,3,0,1,1,2,0.48115164214596395,1.2719328141989663,37.87696,44.370083
0.6241032089163245,1.906943925945147,-0.06696578567452642,0.05932110467720157,1,3,0,1,1,2,0.9826127528568439,1.724081699467989,13.418811,72.03433
2.394027483256231,1.1181374392371763,1.8183627402048335,1.347752520876148,0,0,0,1,0,3,3.468677720119042,0.14320141465360756,71.24196,-20.943941
-0.45502497325460534,0.8774466861002943,-0.9581616339954279,0.237035782773608,1,1,0,1,0,2,-0.4356399139350162,0.9784245771323113,2.8544567,24.531431
0.07060307631845089,1.6330449108425533,-0.42021556786214403,0.8146084865869289,1,3,0,1,1,2,0.6850772172835916,1.305976654116581,39.69965,44.925102
-0.3589104136844209,0.7845958610112673,-0.08027466527405712,-0.6959662772325257,1,4,0,1,1,2,-0.3376076390227441,0.8874986368088239,-16.802626,48.21682
-0.29896281067607655,0.7474121789041375,-0.04066449372949413,-0.2516795819915097,1,1,0,1,0,2,-0.09241032118375465,0.7037121159180095,-7.0327587,44.572254
-0.5996570831872956,0.22421911604672848,-0.2637837619928616,-1.1402529724735417,1,5,0,1,1,2,-0.962937932402245,0.5880399315770873,-39.543,33.302197
-1.1470154910251649,-0.36081705221623517,-0.7858562315408721,-0.38496559056381446,1,2,0,1,0,1,-1.4454216663972694,-0.03448978594655973,-29.967268,0.06282832
-0.6600843439688071,0.1866595880678715,-0.3558600380310219,-1.3179676505699482,1,5,0,1,1,2,-1.142228820626389,0.6402492581875331,-40.573032,33.334606
-0.3709113631590746,0.14907473336566662,-0.1907787116246014,-0.4293942600879161,1,5,0,1,1,1,-0.4852301777738735,0.29324235345174676,-11.62995,38.531895
-0.3709113631590746,0.4490463280817907,0.023318227774735245,0.5924651389664208,1,1,0,1,0,2,0.17750786625714554,0.13982237380499182,23.706266,3.1440277
-0.7690976946897434,-0.1147312775987868,-0.37171610737412747,-0.29610825151561126,1,5,0,1,1,1,-0.8617874852574352,0.04108901625090442,-18.20811,2.903808
-0.7690976946897434,0.11146451776086154,-0.2939108938121236,0.19260711324950638,1,1,0,1,0,1,-0.5324887653510163,0.04807747414113843,-2.3142729,-7.9888444
-0.08393604498458425,0.4490463280817907,-0.20512465926570334,-0.7403949467566273,1,5,0,1,1,2,-0.35380049175778244,0.6931786485894296,-19.141914,45.216583
-0.4911310992285757,-0.1147312775987868,-0.06696578567452642,-1.9399690239073706,1,5,0,1,1,2,-1.2458813883696145,0.496391469603993,-46.482635,29.346949
-0.2032441606798064,-0.05809621354431694,0.6092808907464338,0.5036077999182176,1,0,0,1,0,4,0.4071546463987999,-0.464987471363516,24.401335,-19.441284
